t,pos_joint_1,vel_joint_1,eff_joint_1,pos_joint_2,vel_joint_2,eff_joint_2,pos_joint_5,vel_joint_5,eff_joint_5,pos_joint_3,vel_joint_3,eff_joint_3,pos_joint_6,vel_joint_6,eff_joint_6,pos_joint_4,vel_joint_4,eff_joint_4,pos_front_left_wheel_joint,vel_front_left_wheel_joint,eff_front_left_wheel_joint,pos_front_right_wheel_joint,vel_front_right_wheel_joint,eff_front_right_wheel_joint,pos_rear_left_wheel_joint,vel_rear_left_wheel_joint,eff_rear_left_wheel_joint,pos_rear_right_wheel_joint,vel_rear_right_wheel_joint,eff_rear_right_wheel_joint
1773116693.526467,0.03688495149177194,0.0,0.0,-0.5511148784745494,0.0,0.0,0.25871209427784386,0.0,0.0,0.34716168920602936,0.0,-0.020800000000000003,0.16234923418402958,0.0,0.0,-0.16426415526048924,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan
1773116693.5584564,0.03688495149177194,0.0,0.0,-0.5511148784745494,0.0,-0.0806,0.25871209427784386,0.0,0.0,0.34716168920602936,0.0,-0.020800000000000003,0.16234923418402958,0.0,0.0,-0.16426415526048924,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan
1773116693.5758255,0.03688495149177194,0.0,0.0,-0.5511148784745494,0.0,-0.018600000000000002,0.25871209427784386,0.0,0.0,0.34716168920602936,0.0,-0.020800000000000003,0.16234923418402958,0.0,0.0,-0.16426415526048924,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan
1773116693.5905154,0.03688495149177194,0.0,0.0,-0.5511148784745494,0.0,-0.07440000000000001,0.25871209427784386,0.0,0.0,0.34716168920602936,0.0,-0.020800000000000003,0.16234923418402958,0.0,0.0,-0.16426415526048924,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan
1773116693.6224356,0.03688495149177194,0.0,0.0,-0.5509083277534857,0.04293509959906051,6.2372000000000005,0.2586500381266619,-0.007330382858376185,-0.31500000000000006,0.3470615434018772,-0.012566370614359171,-2.5116,0.16234923418402958,0.0,0.009000000000000001,-0.16426415526048924,0.0,0.0,-0.10595121245483824,-5.954852140371836,nan,-0.10595121245483824,-5.954852140371836,nan,-0.10595121245483824,-5.954852140371836,nan,-0.10595121245483824,-5.954852140371836,nan
1773116693.6384392,0.03669091899622725,-0.006283185307179586,-0.6758000000000001,-0.5485423831303923,0.0973893722612836,4.5694,0.2583087292951608,-0.013613568165555772,-0.72,0.3467298104256234,-0.020943951023931952,-6.2452000000000005,0.16234923418402958,0.0,0.036000000000000004,-0.16426415526048924,0.0,0.0,-0.2923236439320363,-5.954852140371836,nan,-0.2923236439320363,-5.954852140371836,nan,-0.2923236439320363,-5.954852140371836,nan,-0.2923236439320363,-5.954852140371836,nan
1773116693.6705484,0.03650314561344205,-0.00942477796076938,-0.6634,-0.5461952158455774,0.1308996938995747,4.588,0.25784330816129564,-0.030368728984701332,-0.954,0.34624159963038187,-0.02932153143350474,-8.814,0.16234923418402958,0.0,0.045,-0.16426415526048924,0.0,0.0,-0.38575720934141605,-5.954852140371836,nan,-0.38575720934141605,-5.954852140371836,nan,-0.38575720934141605,-5.954852140371836,nan,-0.38575720934141605,-5.954852140371836,nan
1773116693.6864402,0.036202708200985735,-0.010471975511965976,-0.8680000000000001,-0.5422081610177717,0.15917402778188283,3.7944,0.25693315127729266,-0.04084070449666731,-1.2240000000000002,0.34508992288263274,-0.0439822971502571,-11.3048,0.16234923418402958,0.0,0.07650000000000001,-0.16426415526048924,0.0,0.0,-0.5985917249436032,-6.392935282123086,nan,-0.5985917249436032,-6.392935282123086,nan,-0.5985917249436032,-6.392935282123086,nan,-0.5985917249436032,-6.392935282123086,nan
1773116693.7184632,0.03592104812680794,-0.011519173063162575,-0.7068000000000001,-0.5380646283709783,0.17697638615222502,0.6944,0.25575408440483427,-0.050265482457436686,-1.2959999999999998,0.34399457814971907,-0.0439822971502571,-14.1128,0.16234923418402958,0.0,0.1035,-0.16426415526048924,0.0,0.0,-0.702713356395482,-6.788776099858307,nan,-0.702713356395482,-6.788776099858307,nan,-0.702713356395482,-6.788776099858307,nan,-0.702713356395482,-6.788776099858307,nan
1773116693.750597,0.0355893151505541,-0.011519173063162575,-1.2152,-0.5328883421188664,0.17278759594743862,0.6014,0.2539337706368283,-0.07016223593017205,-1.3815,0.34202295763047447,-0.07330382858376185,-14.398800000000001,0.16234923418402958,0.0,0.1305,-0.16426415526048924,0.0,0.0,-0.9420561579118882,-7.447837632331261,nan,-0.9420561579118882,-7.447837632331261,nan,-0.9420561579118882,-7.447837632331261,nan,-0.9420561579118882,-7.447837632331261,nan
1773116693.7824728,0.03512614080635061,-0.012566370614359171,-0.9299999999999999,-0.526641747584879,0.17697638615222502,0.372,0.25090336192077295,-0.09634217471008699,-1.0530000000000002,0.33891217858899975,-0.10157816246606997,-13.374400000000001,0.16234923418402958,0.0,0.17099999999999999,-0.16433300550084382,-0.003141592653589793,0.0,-1.207989148038012,-8.13731881300836,nan,-1.207989148038012,-8.13731881300836,nan,-1.207989148038012,-8.13731881300836,nan,-1.207989148038012,-8.13731881300836,nan
1773116693.814538,0.03475059404078022,-0.012566370614359171,-0.8370000000000001,-0.521402870205172,0.1780235837034216,0.5208,0.24819357665249142,-0.08272860654453122,-1.0530000000000002,0.33582643599856304,-0.10681415022205297,-12.6724,0.16234923418402958,0.0,0.19799999999999998,-0.16432674638808428,0.0010471975511965978,-0.2028,-1.4904608832474173,-8.975449679576325,nan,-1.4904608832474173,-8.975449679576325,nan,-1.4904608832474173,-8.975449679576325,nan,-1.4904608832474173,-8.975449679576325,nan
1773116693.830469,0.03443137929004539,-0.012566370614359171,-0.744,-0.5172155237690621,0.1748819910498318,0.39680000000000004,0.2462905213495761,-0.08168140899333462,-1.143,0.33334156823303895,-0.10995574287564276,-12.152400000000002,0.16234923418402958,0.0,0.225,-0.16437056017740084,-0.0020943951023931957,0.0,-1.8116033064233263,-9.961949609489775,nan,-1.8116033064233263,-9.961949609489775,nan,-1.8116033064233263,-9.961949609489775,nan,-1.8116033064233263,-9.961949609489775,nan
1773116693.8624856,0.034212310343462664,-0.011519173063162575,-0.806,-0.5140734491637898,0.1759291886010284,0.39680000000000004,0.24487357256425332,-0.07539822368615504,-1.1520000000000001,0.3314262797286299,-0.10262536001726658,-12.199200000000001,0.16234923418402958,0.0,0.243,-0.16437681929016035,-0.0010471975511965978,0.0,-1.9714350799758855,-10.772130984138398,nan,-1.9714350799758855,-10.772130984138398,nan,-1.9714350799758855,-10.772130984138398,nan,-1.9714350799758855,-10.772130984138398,nan
1773116693.878459,0.0338618000289303,-0.010471975511965976,-1.0044,-0.5088095353330448,0.17697638615222502,0.8308000000000001,0.24250509612747284,-0.08272860654453122,-1.0395,0.3282842051233577,-0.10681415022205297,-11.751999999999999,0.16240094764334792,0.0010471975511965978,0.27,-0.16441437396671738,0.0010471975511965978,-0.020800000000000003,-2.337391775417544,-11.418652643036909,nan,-2.337391775417544,-11.418652643036909,nan,-2.337391775417544,-11.418652643036909,nan,-2.337391775417544,-11.418652643036909,nan
1773116693.9105246,0.03365524930786658,-0.012566370614359171,-0.8804,-0.505636165163975,0.1790707812546182,0.4774,0.2410364338828317,-0.08377580409572781,-1.0215,0.32645654419758174,-0.10053096491487337,-11.757200000000001,0.16243197571893894,0.0020943951023931957,0.279,-0.1644331513049959,-0.0010471975511965978,-0.1456,-2.534940162141025,-11.902141410251746,nan,-2.534940162141025,-11.902141410251746,nan,-2.534940162141025,-11.902141410251746,nan,-2.534940162141025,-11.902141410251746,nan
1773116693.926455,0.033273443429536684,-0.013613568165555772,-0.5394,-0.5003159193183945,0.1801179788058148,0.31000000000000005,0.23870932821350593,-0.07853981633974483,-1.0485,0.32335202426886656,-0.10157816246606997,-12.090000000000002,0.16252505994571195,0.0020943951023931957,0.3015,-0.16446444686879344,-0.003141592653589793,-0.078,-2.9403340548305326,-12.715442572743141,nan,-2.9403340548305326,-12.715442572743141,nan,-2.9403340548305326,-12.715442572743141,nan,-2.9403340548305326,-12.715442572743141,nan
1773116693.9584625,0.03304811537019445,-0.012566370614359171,-0.7316,-0.49713629003656523,0.1748819910498318,0.5890000000000001,0.23731306481191045,-0.07539822368615504,-1.0215,0.3214805495537741,-0.10262536001726658,-11.7208,0.16258711609689397,0.003141592653589793,0.30600000000000005,-0.16452077888362898,-0.004188790204786391,-0.005200000000000001,-3.150712849261528,-13.208908927761426,nan,-3.150712849261528,-13.208908927761426,nan,-3.150712849261528,-13.208908927761426,nan,-3.150712849261528,-13.208908927761426,nan
1773116693.9904568,0.032622495702548,-0.010471975511965976,-0.7688,-0.49075825413462804,0.1748819910498318,0.5642,0.23468602107853825,-0.07225663103256524,-1.089,0.3177814139129057,-0.10471975511965977,-11.8404,0.1627525991667127,0.004188790204786391,0.30600000000000005,-0.1646209246877811,-0.0020943951023931957,-0.015600000000000001,-3.596688225494567,-14.034950600321157,nan,-3.596688225494567,-14.034950600321157,nan,-3.596688225494567,-14.034950600321157,nan,-3.596688225494567,-14.034950600321157,nan
1773116694.0224764,0.032184357809382544,-0.012566370614359171,-0.4092,-0.48419244484990565,0.1748819910498318,0.6944,0.2319762358102567,-0.07435102613495843,-1.071,0.31398213246788526,-0.10681415022205297,-11.6376,0.16291808223653143,0.003141592653589793,0.31500000000000006,-0.16472732960469272,-0.003141592653589793,-0.015600000000000001,-4.072810904706021,-14.528481216873192,nan,-4.072810904706021,-14.528481216873192,nan,-4.072810904706021,-14.528481216873192,nan,-4.072810904706021,-14.528481216873192,nan
1773116694.0544724,0.03182132926933117,-0.011519173063162575,-0.5518,-0.4790098994850343,0.1843067690106012,0.0682,0.2298870120537953,-0.07016223593017205,-1.1115,0.310827539637094,-0.10471975511965977,-11.986,0.16306287992262283,0.003141592653589793,0.32399999999999995,-0.1647961798450473,-0.003141592653589793,-0.005200000000000001,-4.564063260756824,-15.520724721980638,nan,-4.564063260756824,-15.520724721980638,nan,-4.564063260756824,-15.520724721980638,nan,-4.564063260756824,-15.520724721980638,nan
1773116694.0864344,0.031483337180317816,-0.010471975511965976,-0.3782,-0.47370843097773224,0.1790707812546182,0.1922,0.22772538945428827,-0.07330382858376185,-1.0485,0.3076479103552647,-0.10890854532444617,-11.611600000000001,0.16319733491685054,0.004188790204786391,0.33299999999999996,-0.16483999363436383,0.0010471975511965978,-0.2184,-5.089402261496715,-16.543822261931915,nan,-5.089402261496715,-16.543822261931915,nan,-5.089402261496715,-16.543822261931915,nan,-5.089402261496715,-16.543822261931915,nan
1773116694.118418,0.031132826865785453,-0.011519173063162575,-0.3038,-0.46840070335767076,0.1780235837034216,0.19840000000000002,0.2256154803140996,-0.07539822368615504,-1.0755,0.3044745401861949,-0.10890854532444617,-11.9132,0.16334213260294192,0.004188790204786391,0.33749999999999997,-0.16492136210023742,-0.0020943951023931957,-0.1144,-5.649719060148186,-17.346404136049777,nan,-5.649719060148186,-17.346404136049777,nan,-5.649719060148186,-17.346404136049777,nan,-5.649719060148186,-17.346404136049777,nan
1773116694.1504538,0.030788575664012593,-0.010471975511965976,-0.372,-0.4630867166248497,0.1780235837034216,0.4712,0.22341248694713786,-0.07120943348136866,-1.0215,0.3011321739726184,-0.11519173063162576,-11.309999999999999,0.16347658759716963,0.003141592653589793,0.34199999999999997,-0.1650089896788705,-0.004188790204786391,-0.010400000000000001,-6.223290090509573,-18.17003521038347,nan,-6.223290090509573,-18.17003521038347,nan,-6.223290090509573,-18.17003521038347,nan,-6.223290090509573,-18.17003521038347,nan
1773116694.166376,0.03046936091327776,-0.00942477796076938,-0.5456,-0.4577539525537501,0.1759291886010284,0.1674,0.22121983627203978,-0.07330382858376185,-0.954,0.2978711762249155,-0.10576695267085637,-11.725999999999999,0.163621385283261,0.004188790204786391,0.34199999999999997,-0.16509035814474407,-0.004188790204786391,0.0,-6.823682329655693,-18.99566552624083,nan,-6.823682329655693,-18.99566552624083,nan,-6.823682329655693,-18.99566552624083,nan,-6.823682329655693,-18.99566552624083,nan
1773116694.198423,0.030269069304973552,-0.011519173063162575,-0.4092,-0.4545305094826043,0.1790707812546182,0.1302,0.219926999789081,-0.06911503837897545,-0.963,0.29588703748015194,-0.11309733552923257,-11.6636,0.16370412681817034,0.003141592653589793,0.3555,-0.16515294927233914,-0.0020943951023931957,-0.156,-7.132006690331576,-19.817533736372678,nan,-7.132006690331576,-19.817533736372678,nan,-7.132006690331576,-19.817533736372678,nan,-7.132006690331576,-19.817533736372678,nan
1773116694.2144184,0.029931077215960198,-0.010471975511965976,-0.3658,-0.44919148629874517,0.1790707812546182,0.062000000000000006,0.217889489491938,-0.07120943348136866,-0.9495,0.29253841215381593,-0.11205013797803595,-11.6792,0.16384892450426172,0.004188790204786391,0.36,-0.1652781315275293,-0.004188790204786391,-0.020800000000000003,-7.813201458500825,-20.64638747181555,nan,-7.813201458500825,-20.64638747181555,nan,-7.813201458500825,-20.64638747181555,nan,-7.813201458500825,-20.64638747181555,nan
1773116694.2464457,0.029743303833175003,-0.008377580409572783,-0.39680000000000004,-0.44579904718309266,0.1801179788058148,0.062000000000000006,0.21671042261947965,-0.06283185307179587,-0.954,0.29049794139421675,-0.11414453308042916,-11.528400000000001,0.16393166603917111,0.003141592653589793,0.3645,-0.16532820442960533,-0.0010471975511965978,-0.1404,-8.14506182706082,-21.14722979690146,nan,-8.14506182706082,-21.14722979690146,nan,-8.14506182706082,-21.14722979690146,nan,-8.14506182706082,-21.14722979690146,nan
1773116694.2784731,0.029405311744161652,-0.007330382858376185,-0.8804,-0.4395837482129027,0.1759291886010284,0.1612,0.21436263156642651,-0.06387905062299246,-0.963,0.286385704311221,-0.11623892818282236,-11.148800000000001,0.16408680641712614,0.003141592653589793,0.38699999999999996,-0.16546590491031446,-0.003141592653589793,0.0,-8.87505081058298,-21.974861328168625,nan,-8.87505081058298,-21.974861328168625,nan,-8.87505081058298,-21.974861328168625,nan,-8.87505081058298,-21.974861328168625,nan
1773116694.3104606,0.029061060542388793,-0.00942477796076938,-0.7502,-0.43317441674716806,0.1801179788058148,0.12400000000000001,0.21196312705405504,-0.06597344572538565,-0.9225,0.28221087610063017,-0.11728612573401896,-10.9824,0.16423160410321752,0.003141592653589793,0.39149999999999996,-0.16562238272930213,-0.004188790204786391,-0.005200000000000001,-9.579057422008589,-22.50369945599441,nan,-9.579057422008589,-22.50369945599441,nan,-9.579057422008589,-22.50369945599441,nan,-9.579057422008589,-22.50369945599441,nan
1773116694.3424358,0.028748104904413468,-0.008377580409572783,-0.7130000000000001,-0.4278353935633089,0.17697638615222502,0.5828,0.20998767290809406,-0.06387905062299246,-0.9405,0.2787495867446231,-0.11728612573401896,-11.101999999999999,0.16436605909744523,0.003141592653589793,0.40049999999999997,-0.16574130587173277,-0.0020943951023931957,-0.0936,-10.319854909336401,-23.461192855200522,nan,-10.319854909336401,-23.461192855200522,nan,-10.319854909336401,-23.461192855200522,nan,-10.319854909336401,-23.461192855200522,nan
1773116694.3744776,0.02844766749195715,-0.00942477796076938,-0.8308000000000001,-0.42248385215393086,0.1780235837034216,0.3348,0.20802256145399672,-0.06597344572538565,-0.8685,0.27528829738861593,-0.11833332328521555,-11.1332,0.1644901713998093,0.003141592653589793,0.40499999999999997,-0.16584771078864438,-0.005235987755982988,-0.0468,-11.10418434834775,-24.452023504715747,nan,-11.10418434834775,-24.452023504715747,nan,-11.10418434834775,-24.452023504715747,nan,-11.10418434834775,-24.452023504715747,nan
1773116694.4064558,0.02814723007950084,-0.010471975511965976,-0.7998000000000001,-0.4171448289700718,0.1780235837034216,0.22319999999999998,0.20614019153480878,-0.05759586531581288,-0.873,0.2717080848901782,-0.11938052083641214,-10.8264,0.1646453117777643,0.004188790204786391,0.40499999999999997,-0.16594785659279646,-0.003141592653589793,0.0,-11.91697294740553,-25.27885660391646,nan,-11.91697294740553,-25.27885660391646,nan,-11.91697294740553,-25.27885660391646,nan,-11.91697294740553,-25.27885660391646,nan
1773116694.4384346,0.027834274441525513,-0.00942477796076938,-0.7006,-0.41180580578621273,0.1790707812546182,0.07440000000000001,0.20422679354002982,-0.060737457969402664,-0.8865000000000001,0.268159167955538,-0.11833332328521555,-10.9876,0.1648004521557194,0.004188790204786391,0.423,-0.16604800239694859,-0.0020943951023931957,-0.12480000000000001,-12.752198662363586,-26.10863618329428,nan,-12.752198662363586,-26.10863618329428,nan,-12.752198662363586,-26.10863618329428,nan,-12.752198662363586,-26.10863618329428,nan
1773116694.4544106,0.02754009614182871,-0.008377580409572783,-0.9238,-0.40646052348959416,0.1790707812546182,0.10540000000000001,0.2023961370801602,-0.061784655520599266,-0.837,0.2645852145698598,-0.11938052083641214,-10.920000000000002,0.16495559253367445,0.004188790204786391,0.414,-0.1661669255393792,-0.005235987755982988,-0.052000000000000005,-13.606695013181614,-26.932701457562654,nan,-13.606695013181614,-26.932701457562654,nan,-13.606695013181614,-26.932701457562654,nan,-13.606695013181614,-26.932701457562654,nan
1773116694.4864194,0.027364840984562523,-0.008377580409572783,-0.7254,-0.40308060259946066,0.1759291886010284,0.35960000000000003,0.20131015443447484,-0.060737457969402664,-0.846,0.26241330244231104,-0.11728612573401896,-10.972,0.16504867676044746,0.004188790204786391,0.4095,-0.16622325755421477,-0.0020943951023931957,-0.026000000000000002,-14.056036006843126,-27.758799929791522,nan,-14.056036006843126,-27.758799929791522,nan,-14.056036006843126,-27.758799929791522,nan,-14.056036006843126,-27.758799929791522,nan
1773116694.5024087,0.02706440357210621,-0.00942477796076938,-0.6324,-0.39772906119008256,0.17697638615222502,0.11159999999999999,0.19966566642815128,-0.061784655520599266,-0.8415,0.2588017943800758,-0.12042771838760875,-10.977200000000002,0.1652141598302662,0.003141592653589793,0.414,-0.16632340335836687,-0.0010471975511965978,-0.16640000000000002,-14.975490777449142,-28.585597466697646,nan,-14.975490777449142,-28.585597466697646,nan,-14.975490777449142,-28.585597466697646,nan,-14.975490777449142,-28.585597466697646,nan
1773116694.5344238,0.02688288930208052,-0.00942477796076938,-0.5394,-0.39471216884000043,0.17697638615222502,0.2294,0.19868311070110264,-0.05131268000863329,-0.9359999999999999,0.25659232757596995,-0.12147491593880533,-11.029200000000001,0.16529690136517555,0.003141592653589793,0.414,-0.16638599448596192,-0.004188790204786391,-0.041600000000000005,-15.47994921910481,-29.11138846249595,nan,-15.47994921910481,-29.11138846249595,nan,-15.47994921910481,-29.11138846249595,nan,-15.47994921910481,-29.11138846249595,nan
1773116694.5664077,0.02654489721306717,-0.008377580409572783,-0.6572,-0.3881150639914806,0.17697638615222502,0.25420000000000004,0.19675937001446,-0.050265482457436686,-0.99,0.2522422442081129,-0.12356931104119853,-11.0708,0.1654830698187216,0.004188790204786391,0.4185,-0.16651117674115207,-0.0010471975511965978,-0.16640000000000002,-16.38969729802362,-29.938586488943542,nan,-16.38969729802362,-29.938586488943542,nan,-16.38969729802362,-29.938586488943542,nan,-16.38969729802362,-29.938586488943542,nan
1773116694.5984292,0.026213164236813323,-0.008377580409572783,-0.6882,-0.3816994734129864,0.17697638615222502,0.24800000000000003,0.1949597416301814,-0.048171087355043496,-1.0619999999999998,0.2478107923743823,-0.12356931104119853,-10.831600000000002,0.16564855288854033,0.003141592653589793,0.4275,-0.1666488772218612,-0.003141592653589793,-0.005200000000000001,-17.362973581712286,-30.399866331303155,nan,-17.362973581712286,-30.399866331303155,nan,-17.362973581712286,-30.399866331303155,nan,-17.362973581712286,-30.399866331303155,nan
1773116694.6304471,0.02591898593711652,-0.008377580409572783,-0.5332,-0.3763479320036083,0.1790707812546182,0.0,0.1936048489960406,-0.03979350694547071,-1.2195,0.24409287939523544,-0.12147491593880533,-11.4036,0.16578300788276804,0.003141592653589793,0.4455,-0.1667615412515323,-0.0020943951023931957,-0.10400000000000001,-18.36937813407529,-31.42402791214798,nan,-18.36937813407529,-31.42402791214798,nan,-18.36937813407529,-31.42402791214798,nan,-18.36937813407529,-31.42402791214798,nan
1773116694.6624074,0.025631066750179215,-0.008377580409572783,-0.5146000000000001,-0.3710151679325087,0.1801179788058148,0.1922,0.1923637259724002,-0.0492182849062401,-1.2555,0.24036870730332904,-0.1277581012459849,-10.8836,0.16590712018513207,0.003141592653589793,0.4545,-0.1668554279429249,-0.004188790204786391,-0.10400000000000001,-19.41634460641805,-32.414325446433665,nan,-19.41634460641805,-32.414325446433665,nan,-19.41634460641805,-32.414325446433665,nan,-19.41634460641805,-32.414325446433665,nan
1773116694.6949568,0.025355665788760928,-0.007330382858376185,-0.5456,-0.36568240386140916,0.1759291886010284,0.0682,0.19096746257080474,-0.0450294947014537,-1.3679999999999999,0.2365819440838276,-0.12356931104119853,-11.4556,0.16604157517935977,0.004188790204786391,0.45899999999999996,-0.16696809197259604,-0.004188790204786391,-0.005200000000000001,-20.503081808567426,-33.2399687948758,nan,-20.503081808567426,-33.2399687948758,nan,-20.503081808567426,-33.2399687948758,nan,-20.503081808567426,-33.2399687948758,nan
1773116694.7264278,0.025092783052861656,-0.007330382858376185,-0.4526,-0.3603246033392716,0.1780235837034216,0.0,0.1896332553203913,-0.034557519189487726,-1.467,0.23292036311951628,-0.12671090369478832,-11.5492,0.16618637286545118,0.004188790204786391,0.4545,-0.16706197866398864,-0.003141592653589793,0.0,-21.592973246936026,-34.062377437252714,nan,-21.592973246936026,-34.062377437252714,nan,-21.592973246936026,-34.062377437252714,nan,-21.592973246936026,-34.062377437252714,nan
1773116694.7424126,0.024823641204202877,-0.008377580409572783,-0.3348,-0.35497306192989353,0.17697638615222502,0.0,0.18825767730252319,-0.0492182849062401,-1.44,0.2290835269979388,-0.1277581012459849,-11.5388,0.16634151324340624,0.003141592653589793,0.4545,-0.16717464269365975,-0.0020943951023931957,-0.015600000000000001,-22.70109122602479,-34.8841522142267,nan,-22.70109122602479,-34.8841522142267,nan,-22.70109122602479,-34.8841522142267,nan,-22.70109122602479,-34.8841522142267,nan
1773116694.7744002,0.024679681610734226,-0.006283185307179586,-0.5394,-0.35175587797150715,0.1790707812546182,0.0806,0.18748197541274791,-0.04293509959906051,-1.476,0.22672384148760483,-0.1308996938995747,-11.4088,0.16643459747017925,0.004188790204786391,0.45899999999999996,-0.16723097470849532,-0.0010471975511965978,-0.15080000000000002,-23.25154928487554,-35.714616257970775,nan,-23.25154928487554,-35.714616257970775,nan,-23.25154928487554,-35.714616257970775,nan,-23.25154928487554,-35.714616257970775,nan
1773116694.7904267,0.024448094438632485,-0.006283185307179586,-0.6200000000000001,-0.34638555922385056,0.1790707812546182,0.3658,0.18628222315656218,-0.03665191429188092,-1.5839999999999999,0.22280563690015376,-0.13404128655316452,-11.0136,0.16662076592372532,0.005235987755982988,0.441,-0.16732486139988792,-0.0010471975511965978,-0.26,-24.414155403286152,-36.539431638216946,nan,-24.414155403286152,-36.539431638216946,nan,-24.414155403286152,-36.539431638216946,nan,-24.414155403286152,-36.539431638216946,nan
1773116694.8224115,0.02431039395792334,-0.006283185307179586,-0.6076,-0.34315585703994517,0.1790707812546182,0.018600000000000002,0.18559960549355997,-0.03351032163829113,-1.701,0.22040839671326276,-0.1329940890019679,-11.2424,0.1667345355342257,0.004188790204786391,0.45,-0.167412488978521,-0.005235987755982988,-0.010400000000000001,-25.02145138878161,-37.03374993348203,nan,-25.02145138878161,-37.03374993348203,nan,-25.02145138878161,-37.03374993348203,nan,-25.02145138878161,-37.03374993348203,nan
