t,x,y,z,qx,qy,qz,qw
1773449500.0989223,-0.20772619545459747,0.3521922528743744,0.539421796798706,0.14850759506225586,0.0016655572690069675,0.9887967705726624,0.014956643804907799
1773449500.1089177,-0.20780541002750397,0.35210537910461426,0.5394706726074219,0.1489075869321823,0.002265059622004628,0.988743007183075,0.014449948444962502
1773449500.1289246,-0.2076444774866104,0.3524037003517151,0.5393951535224915,0.14751550555229187,-0.0007648028549738228,0.9889311194419861,0.01593700237572193
1773449500.138894,-0.2075454443693161,0.3525548577308655,0.5392999053001404,0.14638449251651764,-0.0023582996800541878,0.9890775084495544,0.017083244398236275
1773449500.1589057,-0.20774725079536438,0.35224777460098267,0.5394314527511597,0.14836221933364868,0.0014362456277012825,0.9888244867324829,0.014589653350412846
1773449500.1688874,-0.20834870636463165,0.3513577878475189,0.5397680997848511,0.1377507448196411,-0.01641835831105709,0.9903190732002258,0.004848041571676731
1773449500.1888895,-0.20763176679611206,0.35240641236305237,0.5393558740615845,0.14737635850906372,-0.000529600540176034,0.9889599084854126,0.015433860942721367
1773449500.1989245,-0.20751667022705078,0.35263344645500183,0.5393045544624329,0.14605432748794556,-0.0031011353712528944,0.9891267418861389,0.01693842187523842
1773449500.218881,-0.20769046247005463,0.35234856605529785,0.539398729801178,0.1482352912425995,0.0008200739393942058,0.9888262152671814,0.015758661553263664
1773449500.228932,-0.2077685296535492,0.35217413306236267,0.5394245386123657,0.14896400272846222,0.002361713908612728,0.9887404441833496,0.014022617600858212
1773449500.2489207,-0.20776984095573425,0.35217010974884033,0.5394318103790283,0.1488029658794403,0.002326124580577016,0.9887663125991821,0.013909168541431427
1773449500.2688897,-0.20757606625556946,0.3525249660015106,0.5393437147140503,0.1469714194536209,-0.0016257049283012748,0.9890122413635254,0.015861093997955322
1773449500.2888908,-0.20771747827529907,0.35230594873428345,0.539434015750885,0.14838707447052002,0.0012332855258136988,0.9888104200363159,0.01528797298669815
1773449500.2989078,-0.20779287815093994,0.3521365821361542,0.5394642353057861,0.14905859529972076,0.00303619890473783,0.9887260794639587,0.013892493210732937
1773449500.3189054,-0.20769476890563965,0.35223159193992615,0.5393933653831482,0.14804372191429138,0.0008212921093218029,0.9888700842857361,0.014774802140891552
1773449500.3288925,-0.20763501524925232,0.3523889183998108,0.5393564105033875,0.14732947945594788,-0.0005050359759479761,0.9889618754386902,0.015760693699121475
1773449500.348923,-0.20765197277069092,0.35242193937301636,0.5394030213356018,0.14769233763217926,-0.0007888527470640838,0.9889059066772461,0.015858497470617294
1773449500.3589003,-0.20769351720809937,0.35237422585487366,0.5394201874732971,0.14809328317642212,0.0004100478836335242,0.9888624548912048,0.014811793342232704
1773449500.3789098,-0.20780885219573975,0.3521329164505005,0.539440393447876,0.14930440485477448,0.003189230803400278,0.9886860847473145,0.01406375877559185
1773449500.3989103,-0.20767149329185486,0.3522964417934418,0.5393545031547546,0.14789026975631714,0.00015576177975162864,0.9888948798179626,0.014675351791083813
1773449500.4089057,-0.20763090252876282,0.35245585441589355,0.5393609404563904,0.14717289805412292,-0.0009841324063017964,0.988986074924469,0.015678249299526215
1773449500.428928,-0.2076483964920044,0.3524080514907837,0.5394032597541809,0.14799849689006805,-0.0007101504015736282,0.9888638257980347,0.015631897374987602
1773449500.4489074,-0.2077997922897339,0.35208800435066223,0.5394502878189087,0.14895778894424438,0.002721363678574562,0.9887433648109436,0.013809212483465672
1773449500.4689283,-0.20771165192127228,0.3522445857524872,0.5393871068954468,0.14817313849925995,0.0007672602077946067,0.9888529777526855,0.014626278541982174
1773449500.478915,-0.20763306319713593,0.352439820766449,0.5393675565719604,0.1474531590938568,-0.0008443341939710081,0.9889344573020935,0.016298463568091393
1773449500.4989111,-0.20765534043312073,0.35246017575263977,0.5394225716590881,0.14782188832759857,-0.00043420924339443445,0.9888903498649597,0.015633808448910713
