t,data
1773447989.0592315,0.025365888758795675
1773447989.0915549,0.025367982502373952
1773447989.123284,0.025369443514498095
1773447989.155005,0.025370087691183416
1773447989.1713352,0.02537052225652267
1773447989.203178,0.02537011403937124
1773447989.2198071,0.025370155438830172
1773447989.2510135,0.025370145273223444
1773447989.2670374,0.025370135092778984
1773447989.2992558,0.025370132622514245
1773447989.3311799,0.02536890257460709
1773447989.3632002,0.025369318837206046
1773447989.3952475,0.025369318831088325
1773447989.4273164,0.025368729525632336
1773447989.459332,0.02536730543756111
1773447989.4912682,0.025367478680996824
1773447989.5073996,0.025370585383431142
1773447989.5393665,0.025373154719293477
1773447989.5552428,0.02537747644911195
1773447989.5887842,0.025380360947280103
1773447989.6193378,0.025382645775243566
1773447989.6515305,0.025378924140299533
1773447989.6833363,0.025370523774782598
1773447989.7154064,0.025362821579031896
1773447989.7474124,0.02535747618492341
1773447989.779881,0.02535419865461675
1773447989.7952769,0.025353180314286954
1773447989.8273458,0.025352774554517146
1773447989.843343,0.025350730010103517
1773447989.875285,0.025351350448868694
1773447989.9074376,0.025355677625983505
1773447989.939388,0.02536018795029095
1773447989.9712064,0.025360999493542227
1773447990.003568,0.025361022879345437
1773447990.0353022,0.025364085620220012
1773447990.0673897,0.02536374195227525
