t,q6,dq6,tau6
0.041610110000000006,0.07853205932084707,0.017802358370342164,-0.15
0.056585856000000004,0.07866651431507478,0.003141592653589793,-0.15
0.057188182000000004,0.07866651431507478,0.003141592653589793,-0.15
0.07251640200000001,0.07857343008830175,-0.010471975511965976,-0.15
0.07308324000000001,0.07857343008830175,-0.010471975511965976,-0.15
0.08854061,0.07857343008830175,-0.010471975511965976,-0.15
0.08917516,0.078283834716119,-0.020943951023931952,-0.15
0.104483924,0.078283834716119,-0.020943951023931952,0.15
0.105107689,0.07798389665207256,-0.015707963267948967,0.15
0.12135071000000001,0.07798389665207256,-0.015707963267948967,0.15
0.12249373100000001,0.07788046973343586,-0.0020943951023931957,0.15
0.136553492,0.07788046973343586,-0.0020943951023931957,0.15
0.137200137,0.07794252588461789,0.007330382858376185,0.15
0.152807521,0.07824246394866431,0.019896753472735354,0.15
0.15384267100000001,0.07824246394866431,0.019896753472735354,0.15
0.168939535,0.07857343008830175,0.01884955592153876,0.15
0.16972957000000002,0.07857343008830175,0.01884955592153876,-0.15
0.18455184600000002,0.07857343008830175,0.01884955592153876,-0.15
0.18515241200000002,0.07868719969880213,0.0020943951023931957,-0.15
0.20095480000000002,0.07868719969880213,0.0020943951023931957,-0.15
0.20174829100000002,0.07859411547202909,-0.011519173063162575,-0.15
0.216648486,0.07859411547202909,-0.011519173063162575,-0.15
0.217532375,0.078283834716119,-0.02199114857512855,-0.15
0.23264584700000002,0.07797355396020889,-0.015707963267948967,-0.15
0.233551015,0.07797355396020889,-0.015707963267948967,0.15
0.248652167,0.07797355396020889,-0.015707963267948967,0.15
0.24960130300000002,0.07787012704157219,-0.0020943951023931957,0.15
0.26457039400000004,0.07787012704157219,-0.0020943951023931957,0.15
0.265485962,0.07794252588461789,0.008377580409572783,0.15
0.280765927,0.07794252588461789,0.008377580409572783,0.15
0.281968115,0.07824246394866431,0.019896753472735354,0.15
0.296892885,0.07824246394866431,0.019896753472735354,-0.15
0.297894212,0.07857343008830175,0.017802358370342164,-0.15
0.3125259,0.07857343008830175,0.017802358370342164,-0.15
0.313454077,0.07869754239066579,0.0020943951023931957,-0.15
0.328626267,0.07869754239066579,0.0020943951023931957,-0.15
0.329599211,0.07859411547202909,-0.012566370614359171,-0.15
0.34450059,0.07859411547202909,-0.012566370614359171,-0.15
0.345416799,0.078283834716119,-0.02199114857512855,-0.15
0.36049279900000003,0.078283834716119,-0.02199114857512855,0.15
0.361406096,0.07797355396020889,-0.015707963267948967,0.15
0.37681377000000005,0.07787012704157219,-0.0020943951023931957,0.15
0.37728582600000005,0.07787012704157219,-0.0020943951023931957,0.15
0.392507808,0.07787012704157219,-0.0020943951023931957,0.15
0.393439184,0.07794252588461789,0.008377580409572783,0.15
0.408891274,0.07794252588461789,0.008377580409572783,0.15
0.40986793000000005,0.07823212125680064,0.017802358370342164,0.15
0.424666015,0.07823212125680064,0.017802358370342164,-0.15
0.42565694200000004,0.07856308739643808,0.017802358370342164,-0.15
0.44048174700000003,0.07856308739643808,0.017802358370342164,-0.15
0.441421379,0.07868719969880213,0.0020943951023931957,-0.15
0.456505955,0.07868719969880213,0.0020943951023931957,-0.15
0.45742619500000004,0.07859411547202909,-0.011519173063162575,-0.15
0.472493364,0.07859411547202909,-0.011519173063162575,-0.15
0.47340179600000004,0.078283834716119,-0.02199114857512855,-0.15
0.48849363700000004,0.078283834716119,-0.02199114857512855,0.15
0.48939614900000006,0.07797355396020889,-0.015707963267948967,0.15
0.5045247890000001,0.07797355396020889,-0.015707963267948967,0.15
0.5054524530000001,0.07787012704157219,-0.0020943951023931957,0.15
0.5205305650000001,0.07787012704157219,-0.0020943951023931957,0.15
0.52144047,0.07794252588461789,0.008377580409572783,0.15
0.5365157660000001,0.07794252588461789,0.008377580409572783,0.15
0.537408615,0.07823212125680064,0.017802358370342164,0.15
0.552984351,0.07856308739643808,0.016755160819145565,0.15
0.554135308,0.07856308739643808,0.016755160819145565,-0.15
0.568880689,0.07856308739643808,0.016755160819145565,-0.15
0.569862305,0.07868719969880213,0.0020943951023931957,-0.15
0.5846256390000001,0.07868719969880213,0.0020943951023931957,-0.15
0.5855723420000001,0.07859411547202909,-0.011519173063162575,-0.15
0.600614647,0.07859411547202909,-0.011519173063162575,-0.15
0.601552871,0.07829417740798265,-0.02199114857512855,-0.15
0.616596488,0.07798389665207256,-0.015707963267948967,-0.15
0.6175161210000001,0.07798389665207256,-0.015707963267948967,0.15
0.632644312,0.07798389665207256,-0.015707963267948967,0.15
0.6336100880000001,0.07787012704157219,-0.0020943951023931957,0.15
0.6490856650000001,0.07787012704157219,-0.0020943951023931957,0.15
0.65012232,0.07794252588461789,0.008377580409572783,0.15
0.6648143590000001,0.07794252588461789,0.008377580409572783,0.15
0.665888453,0.07823212125680064,0.01884955592153876,0.15
0.680735497,0.07856308739643808,0.017802358370342164,0.15
0.6816915450000001,0.07856308739643808,0.017802358370342164,0.15
0.6966197390000001,0.07856308739643808,0.017802358370342164,0.15
0.6975603,0.07868719969880213,0.0,0.15
0.712736778,0.07868719969880213,0.0,0.15
0.7137612090000001,0.07869754239066579,0.003141592653589793,0.15
0.7285540460000001,0.07869754239066579,0.0010471975511965978,0.15
0.729428975,0.07869754239066579,0.0010471975511965978,0.15
0.744541039,0.07869754239066579,0.0010471975511965978,-0.15
0.7454521590000001,0.07869754239066579,0.0,-0.15
0.760509568,0.07869754239066579,0.0,-0.15
0.761417137,0.07869754239066579,0.0,-0.15
0.77653384,0.07869754239066579,0.0,-0.15
0.7774448650000001,0.07861480085575644,-0.00942477796076938,-0.15
0.7925604810000001,0.07861480085575644,-0.00942477796076938,-0.15
0.793498993,0.07832520548357368,-0.019896753472735354,-0.15
0.8088765880000001,0.07832520548357368,-0.019896753472735354,0.15
0.809870555,0.07801492472766357,-0.015707963267948967,0.15
0.8246061130000001,0.07791149780902687,-0.0020943951023931957,0.15
0.8254881780000001,0.07791149780902687,-0.0020943951023931957,0.15
0.84062453,0.07791149780902687,-0.0020943951023931957,0.15
0.841532962,0.07796321126834521,0.007330382858376185,0.15
0.8565627600000001,0.07796321126834521,0.007330382858376185,0.15
0.8574750640000001,0.07823212125680064,0.016755160819145565,0.15
0.8725019190000001,0.07823212125680064,0.016755160819145565,0.15
0.873401713,0.07856308739643808,0.01884955592153876,0.15
0.8886864830000001,0.07856308739643808,0.01884955592153876,0.15
0.889592292,0.07870788508252947,0.003141592653589793,0.15
0.9048112720000001,0.07870788508252947,0.003141592653589793,0.15
0.905909014,0.07870788508252947,0.0,0.15
0.9206571210000001,0.07870788508252947,0.0,0.15
0.9215663220000001,0.07870788508252947,0.0,0.15
0.9365768900000001,0.07870788508252947,0.0,-0.15
0.937490538,0.07870788508252947,0.0,-0.15
0.953022377,0.07870788508252947,0.0,-0.15
0.954335507,0.07870788508252947,0.0,-0.15
