t,q6,dq6,tau6
1.334362289,0.0779321831927542,0.0,-0.15
1.3351893510000001,0.07791149780902687,0.0,-0.15
1.335567795,0.07791149780902687,0.0,-0.15
1.336232177,0.07791149780902687,0.0,-0.15
1.3364589500000001,0.07791149780902687,0.0,-0.15
1.336947724,0.07791149780902687,0.0,-0.15
1.337159202,0.07791149780902687,0.0,-0.15
1.337634569,0.07791149780902687,0.0,-0.15
1.337840831,0.07791149780902687,0.0,-0.15
1.338306983,0.07791149780902687,0.0,-0.15
1.338511228,0.07791149780902687,0.0,-0.15
1.338966149,0.07791149780902687,0.0,-0.15
1.339196985,0.07791149780902687,0.0,-0.15
1.339651458,0.07791149780902687,0.0,-0.15
1.340132361,0.0779321831927542,0.0,-0.15
1.345538356,0.07791149780902687,0.0,-0.15
1.345998172,0.07791149780902687,0.0,-0.15
1.350486966,0.0779321831927542,0.0,-0.15
1.3614477790000001,0.07791149780902687,0.0,-0.15
1.3621382720000001,0.07791149780902687,0.0,-0.15
1.36661625,0.0779321831927542,0.0,-0.15
1.377246744,0.0779321831927542,0.0,-0.15
1.378073326,0.07791149780902687,0.0,-0.15
1.3824935470000002,0.0779321831927542,0.0,-0.15
1.393354365,0.07791149780902687,0.0,-0.15
1.394274798,0.07791149780902687,0.0,-0.15
1.398475767,0.0779321831927542,0.0,-0.15
1.4093122980000001,0.07791149780902687,0.0,-0.15
1.4102286030000002,0.07791149780902687,0.0,-0.15
1.4144424990000002,0.0779321831927542,0.0,-0.15
1.425597575,0.07791149780902687,0.0,-0.15
1.4261274990000001,0.07791149780902687,0.0,0.15
1.430520586,0.0779321831927542,0.0,0.15
1.441353982,0.07791149780902687,0.0,0.15
1.441803175,0.07791149780902687,0.0,0.15
1.446473367,0.0779321831927542,0.0,0.15
1.4574878420000001,0.07797355396020889,0.007330382858376185,0.15
1.457945802,0.07797355396020889,0.007330382858376185,0.15
1.4624862090000001,0.0779321831927542,0.0,0.15
1.473362387,0.07823212125680064,0.015707963267948967,0.15
1.474298499,0.07823212125680064,0.015707963267948967,0.15
1.4784544780000002,0.0779321831927542,0.0,0.15
1.48928973,0.0785217166289834,0.01466076571675237,0.15
1.490206739,0.0785217166289834,0.01466076571675237,0.15
1.4944386500000002,0.0779321831927542,0.0,0.15
1.5053344100000001,0.07864582893134744,0.003141592653589793,0.15
1.5057995700000002,0.07864582893134744,0.003141592653589793,0.15
1.510518784,0.0779321831927542,0.0,0.15
1.5214678220000002,0.07864582893134744,0.0,0.15
1.522444764,0.07864582893134744,0.0,0.15
1.52645227,0.0779321831927542,0.0,0.15
1.5375252700000002,0.07864582893134744,0.0,0.15
1.537981791,0.07864582893134744,0.0,0.15
1.542558356,0.0779321831927542,0.0,0.15
1.553506658,0.07864582893134744,0.0,0.15
1.5539530990000001,0.07864582893134744,0.0,0.15
1.558582173,0.0779321831927542,0.0,0.15
1.5695121090000002,0.0779321831927542,0.0,0.15
1.5704988100000001,0.07864582893134744,0.0,0.15
1.5745028600000002,0.0779321831927542,0.0,0.15
1.5858793,0.07864582893134744,0.0,0.15
1.586919439,0.07864582893134744,0.0,0.15
1.590664335,0.0779321831927542,0.0,0.15
1.6013273080000001,0.07864582893134744,0.0,0.15
1.6022719630000002,0.07864582893134744,0.0,0.15
1.606511682,0.0779321831927542,0.0,0.15
1.617516621,0.07864582893134744,0.0,0.15
1.6179820370000002,0.07864582893134744,0.0,0.15
1.6225248440000002,0.0779321831927542,0.0,0.15
1.633356352,0.0779321831927542,0.0,0.15
1.6343048470000001,0.07864582893134744,0.0,0.15
1.6385126950000002,0.0779321831927542,0.0,0.15
1.649728088,0.07864582893134744,0.0,0.15
1.650689894,0.07864582893134744,0.0,0.15
1.654431846,0.0779321831927542,0.0,0.15
1.6653731090000001,0.07864582893134744,0.0,0.15
1.6663036850000001,0.07864582893134744,0.0,0.15
1.6704052980000001,0.0779321831927542,0.0,0.15
1.6813504970000002,0.07864582893134744,0.0,0.15
1.6822672500000002,0.07864582893134744,0.0,-0.15
1.686386782,0.0779321831927542,0.0,-0.15
1.697435559,0.07864582893134744,0.0,-0.15
1.6978698730000001,0.07864582893134744,0.0,-0.15
1.7024079760000002,0.0779321831927542,0.0,-0.15
1.714035699,0.07859411547202909,-0.006283185307179586,-0.15
1.7145619120000002,0.07859411547202909,-0.006283185307179586,-0.15
1.718631111,0.0779321831927542,0.0,-0.15
1.7295882770000002,0.07834589086730102,-0.01466076571675237,-0.15
1.7299501140000002,0.07834589086730102,-0.01466076571675237,-0.15
1.7343867510000002,0.0779321831927542,0.0,-0.15
1.7452983830000002,0.0780769808788456,-0.013613568165555772,-0.15
1.7459021280000002,0.0780769808788456,-0.013613568165555772,-0.15
1.750277679,0.0779321831927542,0.0,-0.15
1.761728227,0.07796321126834521,-0.003141592653589793,-0.15
1.7626247890000002,0.07796321126834521,-0.003141592653589793,-0.15
1.766647399,0.0779321831927542,0.0,-0.15
1.7773185950000001,0.07796321126834521,0.0,-0.15
1.7778960060000002,0.07796321126834521,0.0,-0.15
1.78221044,0.0779321831927542,0.0,-0.15
1.7930218210000002,0.07796321126834521,0.0,-0.15
1.7932885600000001,0.07796321126834521,0.0,-0.15
1.7986889860000002,0.0779321831927542,0.0,-0.15
1.8093976850000002,0.07796321126834521,0.0,-0.15
1.8101919800000001,0.07796321126834521,0.0,-0.15
1.8143990920000002,0.0779321831927542,0.0,-0.15
1.825560727,0.07796321126834521,0.0,-0.15
1.826014816,0.07796321126834521,0.0,-0.15
1.8304226220000002,0.0779321831927542,0.0,-0.15
1.8414040740000002,0.07796321126834521,0.0,-0.15
1.8423289230000002,0.07796321126834521,0.0,-0.15
1.846518692,0.0779321831927542,0.0,-0.15
1.8573598310000001,0.07796321126834521,0.0,-0.15
1.8583180540000002,0.07796321126834521,0.0,-0.15
1.8623939090000001,0.0779321831927542,0.0,-0.15
1.873471228,0.07796321126834521,0.0,-0.15
1.8739302450000002,0.07796321126834521,0.0,-0.15
1.878572023,0.0779321831927542,0.0,-0.15
1.889622431,0.07796321126834521,0.0,-0.15
1.890713351,0.07796321126834521,0.0,-0.15
1.8945992640000002,0.0779321831927542,0.0,-0.15
1.9055213590000002,0.0779321831927542,0.0,-0.15
1.9065617220000002,0.07796321126834521,0.0,-0.15
1.9105115670000001,0.0779321831927542,0.0,-0.15
1.9215850150000002,0.07796321126834521,0.0,-0.15
1.922048063,0.07796321126834521,0.0,-0.15
1.9265413050000002,0.0779321831927542,0.0,-0.15
1.9373805240000002,0.07796321126834521,0.0,-0.15
1.938373241,0.07796321126834521,0.0,-0.15
1.9437539890000002,0.0779321831927542,0.0,-0.15
1.953401334,0.07796321126834521,0.0,-0.15
1.9544233620000002,0.07796321126834521,0.0,-0.15
1.9584154770000002,0.0779321831927542,0.0,-0.15
1.9694167070000002,0.07796321126834521,0.0,-0.15
1.9703837300000002,0.07796321126834521,0.0,-0.15
1.9744296710000002,0.0779321831927542,0.0,-0.15
1.9856762430000001,0.07796321126834521,0.0,-0.15
1.9865991410000001,0.07796321126834521,0.0,-0.15
