t,q6,dq6,tau6
0.038458393,0.07951461504789574,0.017802358370342164,-0.25
0.053022569000000006,0.07951461504789574,0.017802358370342164,-0.25
0.053612851,0.07927673313503132,-0.03246312408709453,-0.25
0.069812183,0.07927673313503132,-0.03246312408709453,-0.25
0.07047987900000001,0.0785217166289834,-0.05550147021341968,-0.25
0.085754697,0.07771498666361715,-0.05131268000863329,-0.25
0.086034621,0.07771498666361715,-0.05131268000863329,-0.25
0.101641143,0.07771498666361715,-0.05131268000863329,-0.25
0.10244078400000001,0.07703236900061491,-0.03874630939427412,-0.25
0.11808212400000001,0.07703236900061491,-0.03874630939427412,-0.25
0.11940362700000001,0.07659797594234076,-0.01884955592153876,-0.25
0.133792814,0.07647386363997671,-0.003141592653589793,-0.25
0.13466158,0.07647386363997671,-0.003141592653589793,-0.25
0.14939770400000002,0.07647386363997671,-0.003141592653589793,-0.25
0.150179647,0.07647386363997671,0.0,-0.25
0.165751479,0.07647386363997671,0.0,-0.25
0.167128345,0.07647386363997671,0.0,-0.25
0.181708106,0.07647386363997671,0.0,-0.25
0.182139177,0.07647386363997671,0.0,-0.25
0.197311492,0.07647386363997671,0.0,-0.25
0.19812031700000002,0.07647386363997671,0.0,-0.25
0.21334742,0.07647386363997671,0.0,-0.25
0.21436269300000002,0.07647386363997671,0.0,-0.25
0.229238922,0.07647386363997671,0.0,-0.25
0.230176653,0.07647386363997671,0.0,-0.25
0.245730724,0.07647386363997671,0.0,-0.25
0.24617606700000003,0.07647386363997671,0.0,0.25
0.26181228700000003,0.07647386363997671,0.0,0.25
0.262275968,0.07647386363997671,0.0,0.25
0.277719887,0.07670140286097746,0.030368728984701332,0.25
0.27817783900000004,0.07670140286097746,0.030368728984701332,0.25
0.293179038,0.07670140286097746,0.030368728984701332,0.25
0.29411321700000004,0.0774874474426164,0.05550147021341968,0.25
0.309145426,0.0774874474426164,0.05550147021341968,-0.25
0.310068308,0.07848034586152873,0.05969026041820607,-0.25
0.325284146,0.07848034586152873,0.05969026041820607,-0.25
0.326192403,0.07935947466994069,0.0460766922526503,-0.25
0.34176669800000004,0.07943187351298636,-0.02199114857512855,-0.25
0.342230187,0.07943187351298636,-0.02199114857512855,-0.25
0.35786528700000003,0.07874925584998414,-0.05131268000863329,-0.25
0.358358891,0.07874925584998414,-0.05131268000863329,-0.25
0.37320523,0.07874925584998414,-0.05131268000863329,-0.25
0.37418533200000004,0.07788046973343586,-0.05445427266222309,-0.25
0.38929005800000005,0.07705305438434225,-0.048171087355043496,-0.25
0.39017360900000003,0.07705305438434225,-0.048171087355043496,-0.25
0.40511989200000004,0.07705305438434225,-0.048171087355043496,0.25
0.40606744800000005,0.07646352094811305,-0.02932153143350474,0.25
0.42189238500000004,0.07646352094811305,-0.02932153143350474,0.25
0.423275428,0.07618426826779397,-0.008377580409572783,0.25
0.43744719200000004,0.07618426826779397,-0.008377580409572783,0.25
0.43839356300000004,0.07643249287252205,0.031415926535897934,0.25
0.45328877,0.07727025091347932,0.061784655520599266,0.25
0.45418019400000004,0.07727025091347932,0.061784655520599266,0.25
0.46924878900000005,0.07836657625102834,0.06911503837897545,0.25
